"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051960","GO:0051960","regulation of nervous system development","226/5716","461/18614",7.04185695511833e-17,4.11628547467371e-14,2.82887229641978e-14,"PLXND1/TMEM98/CX3CL1/IFRD1/CDKL3/SEMA3B/HGF/TYMP/PRKCH/TNFRSF1B/STAU2/RTN4R/TG/CUL7/CTNNA1/FSTL4/CDON/NTN1/ASPM/SIRT2/HLTF/SEMA3A/SEMA3C/KIFAP3/PLXNA2/NRDC/TP73/PSEN1/SEMA5B/SRRT/SEMA6A/NRP1/TSPO/HIF1A/E2F1/SYNDIG1/MCF2/SRPX2/SLC7A5/METRN/ANKRD27/NUMBL/MAG/PTN/EZH2/LIMK1/CXCL12/BMPR1A/NEURL1/DKK1/WNT3/ASIC2/RND2/EFNB3/RAPGEF2/MDK/CAPRIN2/CUX2/VEGFA/SEMA5A/NPHP3/WNT5A/HES1/PLXNA1/GORASP1/RTN4/FN1/STK25/ID2/DLX2/EPHA4/DOCK7/KIF14/SPP1/SLITRK3/CXCR4/EGR2/OBSL1/IL1B/NKX2-2/MACF1/YWHAH/LIF/RNF112/FEZF1/FGF13/LDLR/NSUN5/PLXNA3/LRRC4B/MAP1B/PER2/DLG4/SPART/BMAL1/NUMB/BHLHE40/NGF/MYCN/IL6ST/LRP4/ADGRB3/EPHA7/CAPRIN1/SEMA4F/SERPINE2/PLXNC1/APPL2/IL6/BIN1/KIAA0319/TLR2/ITPKA/SEMA6D/ZNF365/SEMA7A/LEF1/CLSTN3/AMIGO2/ST8SIA2/AKT1/RXRG/CRABP2/PRUNE1/SEMA6C/DLX1/HES6/GOLGA4/TNFRSF21/DAAM2/PARD3/VAX1/NKX6-2/ITGB1/VEGFC/POU4F1/LGI4/SEMA3D/CHODL/JAM2/WNT7A/TIAM1/NPTN/LRP8/IL34/DPYSL5/FAIM/CLSTN2/BTG2/ACE/DRAXIN/DISC1/NKX6-1/PTPN13/HEYL/PLXNB1/HMGB2/HEY1/GPER1/CDK5/SLITRK5/SPINT1/PRTG/ISLR2/HOOK3/GBX2/SHOX2/MAP2K1/IL1RAPL1/GPR37L1/SEMA3E/MAP6/CLSTN1/EIF2AK3/RARG/LRRN3/DAB1/HAP1/CLCF1/LRRN1/AMIGO3/FOXG1/BDNF/SOX11/HES7/GATA2/OXTR/PLAG1/ADGRB1/EPHB3/ANXA2/NOG/EFNA5/SLITRK6/SEMA4B/FLRT2/SLITRK2/PPP1CC/THBS2/NF2/MAPT/SLIT1/DCC/SEMA4D/RELN/IL1RAP/NLGN3/MME/PLXNB2/SYNGAP1/S100A10/HES5/NTRK1/DLL1/SMURF1/PLXNB3/L1CAM/TGM2/GDI1/MIR221/PLXNA4/TNF/TWF2/SHANK3/LYN/NEFL",226
"GO:0050808","GO:0050808","synapse organization","227/5716","466/18614",1.51719265276387e-16,8.1296239643931e-14,5.58699540026557e-14,"PLXND1/ARHGAP33/ITGA3/CX3CL1/ARHGAP44/SYN1/FYN/STAU2/CDH10/TNC/LZTS1/SEZ6/NTN1/NGEF/CACNB1/ROCK1/SDK2/NEDD4/PFN2/SPTB/CDC42/ADGRL1/ACTN1/ADD2/ACTB/CTTNBP2/SDF4/PSEN1/MEF2C/IGSF9/CTTN/NRCAM/NRP1/SEZ6L/NEFH/LGMN/SIX4/CPNE6/SNTA1/SYNDIG1/CHRDL1/SRPX2/ZDHHC2/ICAM5/RAB3A/SLC1A1/DVL1/NEURL1/DKK1/PFN1/ASIC2/CNTNAP1/ABI3/EFNB3/GLRB/NRXN2/NECTIN1/PPFIBP1/CAPRIN2/CUX2/NEDD9/STK38/MDGA1/CAP2/WASF1/PCDHB2/CDH6/WNT5A/TANC1/EPHA4/IGSF21/SLC8A2/NRP2/PCDH17/PDZRN3/SLITRK3/C3/SIX1/RAP1B/LRRC4/ARHGAP22/FGF13/APOE/UNC13A/LAMA5/HIP1R/ARHGEF9/C1QL1/LRRC4B/MAP1B/DLG4/LRP4/ADGRB3/EPHA7/CAPRIN1/DOCK10/PLXNC1/PCDH8/DBNL/TLR2/ITPKA/ADAM10/ZNF365/CHRNA1/CLSTN3/AMIGO2/PPFIA2/CBLN3/IGF1R/ST8SIA2/ERBB2/AKT1/SNAPIN/PPFIA4/RHOB/SNCA/SDK1/NLGN4X/HMCN2/INA/LRRC4C/CNTN5/ITGB1/CDH8/SLC7A11/PTPRO/POU4F1/HOMER1/SPARCL1/LGI2/CAST/WNT7A/LRFN2/NPTN/LRP8/FZD1/APPL1/CLSTN2/DIP2A/CHRNB2/SHANK1/NFIA/DISC1/PDLIM5/FZD5/PTPN13/APBB2/PLXNB1/CAMKV/CDK5/YWHAZ/NLGN4Y/SLITRK5/LRFN5/ARF6/CACNB2/CACNB3/ARF4/GDNF/ACTBL2/ROR2/EFNA1/IL1RAPL1/ITGAM/SEMA3E/CDH2/NPTX1/CLSTN1/GPHN/PRNP/SYNPO/GAP43/LAMB2/CFL1/LRRN3/SNCG/NPAS4/SEZ6L2/CHRNA7/DOK7/LRRN1/AMIGO3/BDNF/PPFIA3/ERBB4/OXTR/F2R/ADGRB1/CACNB4/EPHB3/GRID1/ACTG1/EFNA5/SLITRK6/FLRT2/SLITRK2/THBS2/MAPT/SLIT1/COL4A1/ERC2/SEMA4D/SHISA7/WNT7B/FZD9/SHISA6/RELN/IL1RAPL2/IL1RAP/NLGN3/NTNG2/PLXNB2/FLNA/SYNGAP1/SIPA1L1/DNM3/NTRK1/ARC/L1CAM/NOS1AP/PRRT1/PLXNA4/ELFN1/TNF/SHANK3/ITGB3/NEFL",227
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","233/5716","483/18614",2.50225103808095e-16,1.23765185960466e-13,8.50562741527437e-14,"ARHGAP33/ITGA3/ARHGAP44/CYTH3/PLEKHG6/RHOBTB2/IGF1/FAM13B/ARHGAP31/TRIO/RIPOR1/RTN4R/KITLG/ARHGEF5/RASGRF1/PSD/TNK2/NGFR/CDON/NTN1/NGEF/ROCK1/RASSF1/NUCB2/CDC42/ARHGAP10/RHOBTB1/ARHGEF10L/CELSR1/PLD1/RAP1GAP/RAPGEF3/DOCK9/DOCK3/GMIP/TGFB2/SH2D3C/NRP1/MYO9B/LZTR1/CYTH4/HMOX1/SOS2/ARFGAP1/MCF2/RHOV/PPP2CB/ARHGEF10/NUCB1/RASAL3/DENND3/RASIP1/SIPA1L3/RASA4/PIK3CG/MET/CHN2/LIMK1/KANK1/DNMBP/GBF1/RND2/RANGRF/TNFAIP1/RAPGEF2/ARHGEF17/APOC3/KCTD10/FOXM1/RASAL1/RAB35/RIPOR2/WASF1/ARFGEF3/RASGRF2/PDGFRB/ECT2/DOK1/RND3/DHCR24/RALGPS2/RHOU/DOCK7/SIPA1L2/SSX2IP/STMN1/APOA1/KIF14/DENND1A/RHOQ/PLEKHG1/IQSEC3/KBTBD7/ADRA1A/PREX1/IQSEC2/STAMBP/CDKN1A/GPR18/PSD4/SH2D3A/AMOT/MCF2L/PLEKHG3/RAP1B/F2RL3/ARHGAP22/PLD2/STARD8/DOCK6/APOE/EPS8L1/ARHGEF9/RAP1GAP2/RIN2/STARD13/SWAP70/VAV3/NOTCH2/NGF/RERG/RAB33A/DOCK10/SPRY2/RAPGEF5/DBNL/ARRB1/ARHGAP20/BCAR3/ARHGAP29/ITGAV/ARHGAP24/FAM13A/RASGEF1B/G3BP2/USO1/FGD4/CDH13/KSR1/VAV1/ABL2/RGL1/RIT1/RHOB/RALB/GPR17/IQSEC1/AGTR1/CCNA2/PLK2/PSD2/FGD2/ARHGAP18/GNA12/GPR174/LPAR4/DOCK11/DOCK5/ITGB1/EPS8/PLEKHG4B/OBSCN/RABGEF1/RHOC/TIAM1/MRAS/ARHGAP27/ABR/KALRN/VAV2/SH2B2/SQSTM1/DIRAS3/ARHGEF3/SPRY1/F2RL2/F2RL1/COL1A2/DLC1/ABCA1/ARF6/KBTBD6/ARHGAP42/RRAD/MAPRE2/RAB4B/COL3A1/RASA4B/AKAP13/KSR2/PLEKHG5/RGS19/RND1/CFL1/RHOD/DAB1/SCAI/HEG1/ABRA/ARHGAP1/RHOG/EPS8L2/RAB39A/F2R/RAP2B/SPATA13/CSF1/RASA3/ARHGAP30/BCR/SPRY4/RALGAPA2/RELN/PLEKHG4/SRC/SYNGAP1/SIPA1L1/NTRK1/ARHGAP11A/TGM2/GDI1/GPR20/ADGRG1/DOK6/ARHGAP19/SIPA1/LAT/TAX1BP3/ARHGEF28/RAB6C/GPR199P/PRAG1/ARHGAP23",233
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","234/5716","488/18614",5.15995761284094e-16,2.36989481789766e-13,1.62868436531626e-13,"PRKAR2B/CACNG3/CX3CL1/ARHGAP44/SYN1/FYN/SYT7/ATP1A2/RNF19A/CYP46A1/TRIO/STAU2/SLC4A8/HOMER3/RASGRF1/LZTS1/NGFR/SNCAIP/SYT1/PFN2/PTGS2/SLC24A1/CACNG5/CACNG4/EDN1/SLC1A3/SCGN/PSEN1/DLGAP4/MEF2C/STX1B/MAPK1/NEFH/SYNGR1/LGMN/RIMS4/CHRDL1/SYP/NALCN/STX4/VPS18/ZDHHC2/PLAT/RAB3A/GRIK5/PTN/STX1A/NPTX2/SLC1A1/DNM1/APBA1/DVL1/PPP3CB/NEURL1/DKK1/P2RX1/PFN1/CCL2/MPP2/EFNB3/RAPGEF2/NRXN2/CUX2/RASGRF2/BCHE/WNT5A/GNAI2/CSPG5/RTN4/TACR1/RAB3GAP1/GRIN3B/EPHA4/KMO/RIMS3/RGS4/PLPPR4/CHRNB4/KMT2A/SLC8A2/AKAP7/PCDH17/ADRA1A/TSHZ3/SV2C/NPY/EGR2/GIPC1/IQSEC2/GRM4/IL1B/PRKCG/RAP1B/PNKD/HIP1/YWHAH/VGF/LRRC4/APOE/UNC13A/SLC7A10/AKAP12/MAP1B/DLG4/SYT11/SNX14/EPHA7/DYSF/KCNMB4/AGT/GLUL/SERPINE2/PCDH8/STXBP1/ITPKA/MYOF/CLSTN3/MCTP2/ARRB2/CACNA1A/CACNG8/SNAPIN/RAB5A/SNCA/PLK2/GABRR1/NLGN4X/INA/LRRC4C/DGKZ/GRIK4/ITGB1/SLC7A11/HOMER1/JPH3/WNT7A/ADCY8/LRFN2/NPTN/LRP8/TPRG1L/CLSTN2/PINK1/GIP/ACE/ABR/BRSK1/CHRNB2/SQSTM1/SHANK1/NCSTN/DISC1/ADORA1/ABHD6/ZDHHC3/GRIK3/CAMKV/GRM2/NPY5R/GRIK2/STXBP5/FABP5/GPER1/CDK5/NLGN4Y/NSMF/NETO1/PRKCB/STX3/PRRT2/CHRM1/NSG1/ROR2/ADRB2/P2RY1/ADORA2B/KISS1/CDH2/DLGAP1/PRKCE/GRIK1/NPTX1/CLSTN1/PRNP/CALB2/SYT12/SNCG/HAP1/NPAS4/CNIH2/CHRNA7/MCTP1/PPFIA3/AKAP5/OXTR/CHRM2/ADGRB1/CACNB4/PLCB1/GRID1/GRIN2A/NOG/PLA2G6/SEPTIN5/SORCS2/SV2B/SYN3/BACE1/BCR/MAPT/DCC/ERC2/SHISA7/PRKAR1B/SHISA6/RELN/NLGN3/NTNG2/SLC6A9/MME/LAMA2/HRH1/SRC/SYNGAP1/SIPA1L1/NTRK1/ARC/MIR324/AGER/PRRT1/NPTXR/TNF/SHANK3/NEFL",234
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","233/5716","487/18614",8.21124602948751e-16,3.51988746464031e-13,2.41900426889744e-13,"PRKAR2B/CACNG3/CX3CL1/ARHGAP44/SYN1/FYN/SYT7/ATP1A2/RNF19A/CYP46A1/TRIO/STAU2/SLC4A8/HOMER3/RASGRF1/LZTS1/NGFR/SNCAIP/SYT1/PFN2/PTGS2/SLC24A1/CACNG5/CACNG4/EDN1/SLC1A3/SCGN/PSEN1/DLGAP4/MEF2C/STX1B/MAPK1/NEFH/SYNGR1/LGMN/RIMS4/CHRDL1/SYP/NALCN/STX4/VPS18/ZDHHC2/PLAT/RAB3A/GRIK5/PTN/STX1A/NPTX2/SLC1A1/DNM1/APBA1/DVL1/PPP3CB/NEURL1/DKK1/P2RX1/PFN1/CCL2/MPP2/EFNB3/RAPGEF2/NRXN2/CUX2/RASGRF2/BCHE/WNT5A/GNAI2/CSPG5/RTN4/TACR1/RAB3GAP1/GRIN3B/EPHA4/KMO/RIMS3/RGS4/PLPPR4/CHRNB4/KMT2A/SLC8A2/AKAP7/PCDH17/ADRA1A/TSHZ3/SV2C/NPY/EGR2/GIPC1/IQSEC2/GRM4/IL1B/PRKCG/RAP1B/PNKD/HIP1/YWHAH/VGF/LRRC4/APOE/UNC13A/SLC7A10/AKAP12/MAP1B/DLG4/SYT11/SNX14/EPHA7/DYSF/KCNMB4/AGT/GLUL/SERPINE2/PCDH8/STXBP1/ITPKA/MYOF/CLSTN3/MCTP2/ARRB2/CACNA1A/CACNG8/SNAPIN/RAB5A/SNCA/PLK2/GABRR1/NLGN4X/INA/LRRC4C/DGKZ/GRIK4/ITGB1/SLC7A11/HOMER1/JPH3/WNT7A/ADCY8/LRFN2/NPTN/LRP8/TPRG1L/CLSTN2/PINK1/GIP/ACE/ABR/BRSK1/CHRNB2/SQSTM1/SHANK1/NCSTN/DISC1/ADORA1/ABHD6/ZDHHC3/GRIK3/CAMKV/GRM2/NPY5R/GRIK2/STXBP5/GPER1/CDK5/NLGN4Y/NSMF/NETO1/PRKCB/STX3/PRRT2/CHRM1/NSG1/ROR2/ADRB2/P2RY1/ADORA2B/KISS1/CDH2/DLGAP1/PRKCE/GRIK1/NPTX1/CLSTN1/PRNP/CALB2/SYT12/SNCG/HAP1/NPAS4/CNIH2/CHRNA7/MCTP1/PPFIA3/AKAP5/OXTR/CHRM2/ADGRB1/CACNB4/PLCB1/GRID1/GRIN2A/NOG/PLA2G6/SEPTIN5/SORCS2/SV2B/SYN3/BACE1/BCR/MAPT/DCC/ERC2/SHISA7/PRKAR1B/SHISA6/RELN/NLGN3/NTNG2/SLC6A9/MME/LAMA2/HRH1/SRC/SYNGAP1/SIPA1L1/NTRK1/ARC/MIR324/AGER/PRRT1/NPTXR/TNF/SHANK3/NEFL",233
"GO:0001667","GO:0001667","ameboidal-type cell migration","235/5716","496/18614",2.47816498296138e-15,9.95912552527606e-13,6.84430039373151e-13,"PLXND1/ITGA3/TBXA2R/PIK3C2A/SEMA3B/ISL1/SNAI2/GRN/FUT8/MAP2K3/FLT4/HDAC9/KITLG/BCAR1/ATP2B4/HDAC7/SP100/ROCK1/PFN2/CDC42/PTGS2/SEMA3A/SEMA3C/PTPN23/FGFR1/FAP/EDN1/CEACAM1/MEF2C/SEMA5B/FAT2/PXN/EFNB1/APOH/ANGPT2/SEMA6A/TGFB2/EPB41L4B/NRP1/CARD10/PATZ1/HMOX1/PDGFB/MYH9/LGMN/HIF1A/FERMT1/TIMP1/SRPX2/PIK3CG/PTN/MET/HSPB1/MEOX2/TGFBR1/KANK1/TESK1/PDLIM1/GATA3/ACTA2/PFN1/C1QBP/SMURF2/NHERF1/LPXN/FOLR1/CORO1C/ADTRP/SASH1/PPARD/GPLD1/SMOC2/VEGFA/SEMA5A/HBEGF/SPARC/ARSB/FGF1/AMOTL2/WNT5A/ACVR1/ITGA4/RTN4/TACR1/FN1/GADD45A/AKT3/APOA1/NRP2/TEK/GLIPR2/PKN1/GIPC1/SDC4/SNAI1/SOX9/AMOT/RRAS/STAT5A/EDN2/MACF1/KDR/APOE/LAMA5/AKAP12/CAP1/ITGB4/RIN2/STARD13/LOXL2/ETS1/ANXA1/P2RX4/PRR5L/SEMA4F/AGT/GLUL/APPL2/EDNRB/KLF4/ENPP2/CCN3/FGFBP1/PRCP/MAP2K5/THBS1/SEMA6D/CYP1B1/SEMA7A/ANXA3/EGF/ACVRL1/PML/IQGAP1/MARVELD3/CDH13/AKT1/EPHA2/SEMA6C/RAB13/RHOB/IQSEC1/PTPRG/PLK2/DAAM2/GNA12/GPC3/DOCK5/CER1/ITGB1/ARID5B/VEGFC/FER/EDNRA/PTPRR/SEMA3D/ANGPT1/PRKCA/WNT7A/FGF18/PAXIP1/APPL1/RADIL/STC1/PKN3/CYGB/PLPP3/FSTL1/TGFBR2/ADAMTS9/ZC3H12A/S100P/ITGA2/NOS3/ARF6/VSTM4/RET/AMOTL1/SPRED1/SGPL1/ILK/CENPV/MESP1/GREM1/MAPRE2/GBX2/ADAM9/GDNF/ATOH8/EFNA1/SEMA3E/CDH2/NRTN/PRKCE/MCC/PIK3CD/PLEKHG5/SCG2/CD248/FOXC2/JUN/SVBP/RIC8A/PLEC/ERBB4/CALR/GATA2/EGR3/ADGRB1/CCBE1/TACSTD2/PRKD1/PTP4A3/SEMA4B/CIB1/NR2F2/SP1/IRS2/SEMA4D/HMGB1/S100A2/ANXA6/SRC/MAP3K3/SOX18/TMSB4X/MIR27B/MIR221/MIR503/TNF/TNFSF12/AQP1/APELA/ITGB3/EPPK1",235
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","156/5716","298/18614",4.02988525681139e-15,1.52424483537043e-12,1.04752063827209e-12,"ITGA3/ARHGAP44/CYTH3/PLEKHG6/IGF1/FAM13B/ARHGAP31/TRIO/RTN4R/KITLG/ARHGEF5/RASGRF1/PSD/CDON/NGEF/ARHGAP10/ARHGEF10L/RAP1GAP/DOCK3/GMIP/TGFB2/NRP1/MYO9B/LZTR1/CYTH4/SOS2/ARFGAP1/MCF2/PPP2CB/ARHGEF10/RASAL3/DENND3/RASIP1/SIPA1L3/RASA4/PIK3CG/MET/CHN2/KANK1/DNMBP/GBF1/TNFAIP1/ARHGEF17/APOC3/KCTD10/FOXM1/RASAL1/RIPOR2/ARFGEF3/RASGRF2/PDGFRB/ECT2/RHOU/SIPA1L2/SSX2IP/STMN1/APOA1/KIF14/DENND1A/PLEKHG1/IQSEC3/KBTBD7/ADRA1A/PREX1/IQSEC2/STAMBP/GPR18/PSD4/AMOT/MCF2L/PLEKHG3/F2RL3/ARHGAP22/STARD8/APOE/EPS8L1/ARHGEF9/RAP1GAP2/STARD13/SWAP70/VAV3/NOTCH2/NGF/SPRY2/ARRB1/ARHGAP20/ARHGAP29/ITGAV/ARHGAP24/FAM13A/FGD4/VAV1/ABL2/GPR17/IQSEC1/PSD2/FGD2/ARHGAP18/GPR174/LPAR4/ITGB1/EPS8/PLEKHG4B/OBSCN/RABGEF1/TIAM1/ARHGAP27/ABR/KALRN/VAV2/SH2B2/SQSTM1/ARHGEF3/SPRY1/F2RL2/F2RL1/DLC1/ABCA1/ARF6/KBTBD6/ARHGAP42/MAPRE2/COL3A1/RASA4B/AKAP13/PLEKHG5/RHOD/SCAI/HEG1/ABRA/ARHGAP1/EPS8L2/F2R/SPATA13/CSF1/RASA3/ARHGAP30/BCR/SPRY4/RALGAPA2/RELN/PLEKHG4/SRC/SYNGAP1/SIPA1L1/NTRK1/ARHGAP11A/TGM2/GPR20/ADGRG1/ARHGAP19/SIPA1/ARHGEF28/GPR199P/PRAG1/ARHGAP23",156
"GO:0042060","GO:0042060","wound healing","212/5716","439/18614",4.9267084450483e-15,1.75992973898114e-12,1.20949251767911e-12,"CFLAR/TFPI/CX3CL1/TNFRSF12A/TBXA2R/CD9/SYT7/PLAUR/IGF1/CD44/VCL/DCBLD2/CNN2/DGKA/MYLK/RAB27A/FERMT2/LMAN1/ACTB/MCAM/FBLN1/FAP/EDN1/CEACAM1/CPB2/CD59/B4GALT1/APOH/TGFB2/EPB41L4B/DSP/SERPIND1/XBP1/HMOX1/PDGFB/MYH9/HIF1A/FERMT1/MYL9/MYL12A/TIMP1/WFDC1/PLAT/RAB3A/COMP/TFPI2/PIK3CG/CAV1/HSPB1/SERPINE1/TGFBR1/KANK1/ACTA2/P2RX1/COL1A1/VTN/ST3GAL4/VWF/WNT5B/SH2B3/ADTRP/PPARD/SMOC2/VEGFA/HBEGF/LOX/FGF1/PDGFRB/WNT5A/IL1A/SDC1/STXBP3/PLA2G4A/F3/TNFAIP3/MSX2/CXCR4/PLAU/SDC4/CDKN1A/EREG/AHNAK/TSPAN8/F2RL3/MACF1/KDR/APOE/COL5A1/EMILIN2/SYT11/VAV3/NOTCH2/IL6ST/PDGFRA/ANXA1/SERPINE2/IL6/STXBP1/TLR4/TLN1/PRCP/THBS1/DUOX1/EMILIN1/MYOF/ARHGAP24/MMRN1/ACVRL1/DUOX2/TPM1/ERBB2/FKBP10/VAV1/CCN1/PHLDB2/DGKQ/GNA12/DGKZ/SERPING1/PAK1/FERMT3/ITGB1/SLC7A11/DST/UBASH3B/PRKCA/WNT7A/RHOC/FZD7/CD109/NRG1/SCUBE1/NPR2/VAV2/ITGA5/PLPP3/IL24/TGFA/TGFBR2/PRKCD/ANXA5/ITGA2/F2RL2/F2RL1/CASP3/CHMP4C/NOS3/FZD6/FUNDC2/CASP7/HPS6/SMPD1/ILK/SMAD3/AXL/PRDX2/EVPL/COL3A1/P2RY1/PRKCE/C1GALT1C1/CYP4F11/CLEC7A/C1QTNF1/CD34/FOXC2/ANO6/CD151/MYOZ1/PLEC/GATA2/F2R/RAP2B/EXT1/ANXA2/ABAT/GAS6/NOG/ACTG1/ADRA2C/PROS1/PRKG1/PPARA/PEAR1/BLOC1S3/CLDN4/AJAP1/FLNA/ANXA6/SRC/SERPINA1/MAP3K5/PDGFA/SERPINB2/S100A10/C6orf89/PAPSS2/GP1BB/DDR1/MFSD2B/MIR221/CLIC1/TAFA5/TNF/AQP1/LYN/ITGB3/EPPK1/MMP12/ANXA8/ADRA2B/DGKK",212
"GO:0030199","GO:0030199","collagen fibril organization","50/5716","64/18614",6.57592685371048e-15,2.22543208786097e-12,1.52940392974386e-12,"TLL1/FOXC1/COL11A1/COL5A3/ADAMTS2/TGFB2/MMP11/COMP/PLOD3/AEBP1/TGFBR1/COL1A1/COL12A1/LOX/LOXL3/FMOD/P4HA1/LOXL1/COLGALT1/PXDN/COL5A1/LOXL2/ADAMTS7/CYP1B1/EMILIN1/LOXL4/ADAMTS14/COL2A1/LUM/P3H4/FKBP10/DPT/SFRP2/SERPINH1/ADAMTS12/ADAMTS3/COL1A2/ATP7A/GREM1/TNXB/BMP1/COL3A1/EFEMP2/FOXC2/EXT1/ANXA2/COL18A1/COL27A1/COL5A2/SCX",50
"GO:0010975","GO:0010975","regulation of neuron projection development","216/5716","452/18614",1.10018261353343e-14,3.53379227367945e-12,2.42856019725077e-12,"HECW1/CFLAR/PLXND1/ARHGAP33/ITGA3/CX3CL1/IFRD1/ARHGAP44/CDKL3/FYN/SEMA3B/HGF/VIM/GRN/LRRC7/STAU2/RTN4R/CUL7/HSPA5/FSTL4/LZTS1/SEZ6/NTN1/NGEF/PPP2R5B/NEDD4/SEMA3A/SEMA3C/PLXNA2/NRDC/PSEN1/SEMA5B/NRCAM/ITGA6/SEMA6A/NRP1/STX1B/PLA2G3/MCF2/NDRG4/METRN/SFRP1/NOVA2/ANKRD27/MAG/SCN1B/PTN/EZH2/LIMK1/KANK1/NCS1/DVL1/GATA3/CXCL12/DKK1/WNT3/ABI3/RND2/EFNB3/PMP22/RAPGEF2/EHD1/MDK/CAPRIN2/CUX2/UST/BMP5/VEGFA/SEMA5A/ARSB/DPYSL3/WNT5A/HES1/PLXNA1/GORASP1/RTN4/FN1/STK25/EPHA4/PRRX1/RGS2/P3H1/SPP1/OBSL1/MACF1/STYXL1/YWHAH/ATP1B2/FGF13/APOE/RTN4IP1/PLXNA3/MAP1B/DLG4/SPART/NGF/LRP4/ADGRB3/EPHA7/CAPRIN1/SEMA4F/AGT/PLXNC1/KLF4/KIAA0319/MGARP/ITPKA/SEMA6D/ZNF365/HECW2/SEMA7A/SCARB2/PPFIA2/IGF1R/KATNB1/AKT1/CRABP2/ABL2/SEMA6C/SNAPIN/GOLGA4/PTPRG/SFRP2/VLDLR/LRRC4C/PAK1/PTPRO/SPOCK1/DAB2/SEMA3D/TNIK/CHODL/WNT7A/TIAM1/NPTN/LRP8/FZD1/DPYSL5/BRSK1/CHRNB2/DRAXIN/DISC1/PDLIM5/PLXNB1/CSMD3/CDK5/FAT3/ARF6/RET/NSMF/NDEL1/ISLR2/SHOX2/MAP2K1/ROR2/EFNA1/IL1RAPL1/MINAR1/PTPN9/SDC2/SEMA3E/CDH2/ALK/MAP6/ENC1/FUT9/CFL1/DAB1/ADCY6/BRSK2/NR2F1/AMIGO3/BDNF/CREB3L2/FES/EPHB3/CAMK1D/KREMEN1/DENND5A/PRKD1/EFNA5/POU3F2/SEMA4B/CIB1/INPP5J/RTN4RL1/MAPT/RTN4RL2/SLIT1/DCC/MAGI2/SEMA4D/RELN/NTNG2/PLXNB2/FLNA/SYNGAP1/SIPA1L1/DNM3/NTRK1/ARC/SMURF1/PLXNB3/TOX/L1CAM/GDI1/DDR1/MIR221/GPC2/PLXNA4/CNTF/TWF2/SHANK3/LYN/PRAG1/NEFL",216
"GO:0001503","GO:0001503","ossification","207/5716","429/18614",1.15411567258582e-14,3.53379227367945e-12,2.42856019725077e-12,"MRC2/IGF1/WWTR1/SNAI2/HGF/VCAN/TNC/FOXC1/COL11A1/HDAC7/SBNO2/FSTL3/ATP2B1/TP63/FERMT2/PTGS2/BCAP29/TP53INP2/MEF2C/MMP2/PTHLH/P2RX7/CHRD/MAPK1/HIF1A/RASSF2/JAG1/SMAD7/CHRDL1/PHEX/XYLT1/SFRP1/ERCC2/FBL/CLEC11A/COMP/CDK6/DLX5/PTN/HOXA2/ASPN/BMPR1A/MINPP1/DKK1/WNT3/COL1A1/MAP2K6/AREG/ZBTB16/MDK/TCIRG1/GLI1/MGP/VDR/ASF1A/BMP5/GPLD1/TENT5A/LOX/WNT5A/ACVR2B/ACVR1/TACR1/IGFBP5/FHL2/MEF2D/BMP8B/ID3/CCN2/SPP1/SATB2/MSX2/ACVR2A/SRGN/EGR2/TNFAIP6/SNAI1/RUNX2/SOX9/RRBP1/THRA/SBDS/TWSG1/KL/RRAS2/IL6ST/LRP4/OSTF1/DHX9/IL6/ADAMTS7/TFAP2A/MMP13/ITGA11/NAB1/SEMA7A/BMPR1B/BMP2K/LEF1/PRICKLE1/COL2A1/TNFRSF11A/COL6A1/AKT1/EPHA2/CCN1/TUFT1/ECM1/OSR1/AHSG/SFRP2/SCUBE3/EGFR/IGFBP3/EBP/GPC3/RBMX/CER1/VEGFC/CRIM1/EXT2/ADAMTS12/IGSF10/ANKH/KLF10/PPARGC1B/SLC26A2/MMP16/FGF18/MMP14/FZD1/CREB3L1/STC1/NPR2/IL6R/PTH1R/DHRS3/MATN1/ALPL/SGMS2/PLXNB1/INTU/ADGRV1/COL1A2/CTHRC1/INPPL1/ILK/CLEC3A/GREM1/SMAD3/IGF2/TPM4/LTBP3/BMP1/AXIN2/NPNT/SHOX2/ROR2/THBS3/ADRB2/SIX2/S1PR1/JUNB/EIF2AK3/CEBPB/PHOSPHO1/ZHX3/FOXC2/SOX11/ANO6/FAM20C/TMEM64/PENK/SOX2/EXT1/TMEM119/RFLNB/NOG/KREMEN1/PRKD1/CSF1/SLC24A3/NOTUM/MAPK11/PBX1/IFITM1/PTCH1/WWOX/SIRT7/SEMA4D/WNT7B/FZD9/PDLIM7/SND1/COL13A1/ENPP1/COL5A2/LGR4/IFITM5/CLIC1/CEBPD/TNF/BGLAP/CEBPA/SCX/GDF10/KCNQ1OT1",207
